NomAsso,Tel_Asso,Fax_Asso,Mail_Asso,INTERNET,Domaine,Sous-Domaine,Sigle,Adresse,Code_Quartier,Code_Sous_Quartier,Circonscription,Canton,Code_Postal,Longitude,Latitude
La Compagnie de la Salicorne,04 67 78 16 01,,henri.fabre@iufm.univ-montp2.fr,,CULTURE,THEATRE,TEN,2  PLACE MARCEL GODECHOT,,,,,,,
La Compagnie des Elles,04 67 65 47 67,,couchino@free.fr,,CULTURE,ARTS PLASTIQUES,,1180  RUE DE FONT COUVERTE,04,11,4,08,34070,"3,85424501","43,595130588"
La Compagnie des Grands Enfants,,,grandsenfants@hotmail.com,,CULTURE,CULTURE,,42  RUE ADAM DE CRAPONNE,07,29,1,01,34000,"3,866325488","43,605381583"
La Compagnie des Grands Enfants,,,grandsenfants@hotmail.com,,CULTURE,CULTURE,,42  RUE ADAM DE CRAPONNE,07,29,1,01,34000,"3,866526204","43,605511102"
La Compagnie des Grands Enfants,,,grandsenfants@hotmail.com,,CULTURE,CULTURE,,42  RUE ADAM DE CRAPONNE,07,29,1,01,34000,"3,866430972","43,605449808"
La Compagnie des Sherpas,04 67 69 25 17,,compagniedessherpas@gmail.com,,CULTURE,THEATRE,,125  RUE VIOLLET LE DUC,03,09,2,10,34070,"3,836999811","43,608678158"
La Compagnie des Zèbres,,,leszebres34@hotmail.fr,http://www.leszebres.com,CULTURE,DANSE,,59  ALLEE DU SAUVIGNON,03,07,2,10,34080,"3,849444489","43,620982194"
La Compagnie du Capitaine,04 67 54 19 43,04 34 90 19 43,jmasdoua@hotmail.com,http://www.compagnieducapitaine.com,CULTURE,THEATRE,,6  RUE SAINT GUILHEM,07,26,1,01,34000,"3,876277987","43,610283923"
La Compagnie du Groupetto,04 67 06 90 87,,dmahieu@wanadoo.fr,http://www.theatreephemeride.com,CULTURE,THEATRE,,18  BOULEVARD DU JEU DE PAUME,07,30,1,01,34000,"3,873841485","43,607701559"
La Compagnie du Pas'sage - Rencontres Scène Jeunesse,04 67 24 06 39,,compassage@dub-internet.fr,http://scenejeunesse.chez.tiscali.fr,CULTURE,THEATRE,,23  RUE DE LA CAVALERIE,07,24,3,03,34000,"3,880739578","43,616704855"
La Compagnie du P'tit Atelier 3,,,leptitatelier3@gmail.com,http://www.leptitatelier3@gmail.com,CULTURE,THEATRE,,26  RUE FAUBOURG FIGUEROLLES,07,29,2,07,34070,"3,867001086","43,607576819"
La Compagnie Maritime La Pilotine,04 67 64 40 72,,contact@laciemaritime.com,http://www.laciemaritime.com,CULTURE,THEATRE,,1  RUE LEON MARES,,,,,,,
La Compagnie Nemo,04 67 58 36 11,04 67 58 36 11,compagnienemo@aol.com,,CULTURE,MUSIQUE,,68  AVENUE CHARLES FLAHAULT,01,02,2,02,34090,"3,858569514","43,627624066"
La Compagnie Provisoire,04 67 10 09 03,,lacompagnieprovisoire@yahoo.fr,,CULTURE,DIVERS CULTURE,,15  RUE DES AVELANIERS,03,07,2,09,34080,"3,833771252","43,617054564"
La Contrebasse Voyageuse,,,,http://www.lacontrebassevoyageuse.com,CULTURE,MUSIQUE,,220  AVENUE DES PRES D'ARENES,05,17,1,05,34070,"3,87867148","43,594770166"
La Cordée,09 51 83 37 17,,assoc.lacordee@yahoo.fr,http://www.lacordee-montpellier.org,SANTE,ALCOOLISME ET TOXICOMANIE,,6  RUE DESSALE-POSSEL,07,30,1,01,34000,"3,876620557","43,60455703"
La Draille Colorée,,,mila.sindel@freesbee.fr,,CULTURE,THEATRE,,161  RUE MAURICE CHAUVET,01,01,2,02,34090,"3,857978631","43,639564607"
La Fanfare des kadors,06 86 79 00 96,,,,CULTURE,MUSIQUE,,27  RUE DES TERRETS-BOURRETS,,,,,,,
La France Mutualiste,04 67 65 54 74,,montpellier341@lafrance-mutualiste.fr,,MILITAIRES ANC. COMBATTANTS,MILITAIRES ANC. COMBATTANTS,,1  RUE RONDELET,07,30,1,01,34000,"3,875166685","43,605108571"
La Froumi,04 67 86 42 90,,cicrane.rik@free.fr,http://www.theatre-cicrane.com,CULTURE,THEATRE,,9  RUE SAINTE URSULE,07,26,1,01,34000,"3,878684319","43,613698407"
La Garriga Lengadociana,04 67 60 93 86,,lagarrida.contact@gmail.com,http://www.lagarriga.free.fr,CULTURE,CULTURES REGIONALES,,10  BOULEVARD HENRI IV,07,26,2,10,34000,"3,873451839","43,613970371"
La Grande Ourse,04 67 87 38 35,,cie.lagrandeourse@wanadoo.fr,,CULTURE,THEATRE,,150  RUE DE MALBOSC,02,05,2,09,34080,"3,833955248","43,625105486"
LA GYM SUEDOISE MONTPELLIER,,,madelein.panossian@gmail.com,www.gymsuedoise.com,SPORTS,GYMNASTIQUE,,797  AVENUE DU MARCHE GARE,05,17,1,05,34070,"3,885872066","43,583954893"
La Huerta Libre,,,assohuertalibre@gmail.com,,AGRICULTURE ET VITICULTURE,AGRICULTURE ET VITICULTURE,,1  PASSAGE DAVID BELUGOU,07,27,1,01,34000,"3,881611498","43,607733017"
La Jabera,04 67 27 59 74,,lajabera@orange.fr,http://perso.orange.fr/lajabera,SPORTS,DANSE,,187  RUE DU MAS DE MIECAMP,03,07,2,10,34090,"3,854240688","43,621371808"
La Licorne Mirgalhada,04 67 27 31 60,,licornemirgalhada@yahoo.fr,,CULTURE,DIVERS CULTURE,,6  RUE DE LOUVAIN,07,25,2,10,34000,"3,859336647","43,61401957"
La Ligue de l'Enseignement Hérault,04 67 04 34 80,04 67 54 62 13,contact@laligue34.org,http://www.laligue34.org,EDUCATION,DIVERS EDUCATION,,22  RUE DE CLARET,07,29,2,07,34070,"3,86376778","43,604699593"
La Lironde,,,lalironde@gmail.com,,VIE DES QUARTIERS,ASSO ET COMITES DE QUARTIER,,33  RUE LE PERUGIN,06,22,1,04,34000,"3,907318836","43,605343919"
La Maison des Adolescents de Montpellier,,,mdamontpellier34@gmail.com,,SOCIAL ET CITOYENNETE,ENFANCE ET JEUNESSE,MDA,12  RUE D'ALGER,07,31,1,01,34000,"3,877587985","43,604982694"
La Maison du Judo,,,lamaisondujudo@free.fr,http://www.lamaisondujudo.free.fr,SPORTS,ARTS MARTIAUX,MDJ,99  RUE CHICO MENDES,01,02,2,10,34090,"3,844243919","43,641799757"
La Maison Théâtre,04 67 04 12 36,,contact@lamaisontheatre.com,lamaisontheatre.com,CULTURE,THEATRE,,8  RUE ROUDIL,07,30,1,01,34000,"3,869771038","43,603974512"
La Maison Théâtre,04 67 04 12 36,,contact@lamaisontheatre.com,lamaisontheatre.com,CULTURE,THEATRE,,8  RUE ROUDIL,07,30,1,01,34000,"3,869961049","43,604083932"
La Mémoire du Livre,,,lamemoiredulivre@aliceadsl.fr,http://www.lamemoiredulivre.com,CULTURE,LITTERATURE ET POESIE,,360  AVENUE DU MONDIAL 98,,,,,,,
La Méridionale des Spectacles,0981895112,,admin@asso-mds.org,http://asso-mds.org,CULTURE,DIVERS CULTURE,MDS,14  RUE DOM VAISSETTE,07,30,1,01,34000,"3,872320688","43,605081442"
La Montpellier reine a du Coeur,04 67 52 67 64,,barbara.pastre@vudenface.fr,www.vudenface.fr,CULTURE,DIVERS CULTURE,,10  IMPASSE DES MIMOSAS,03,08,2,07,34070,"3,856460893","43,611712791"
La Mutuelle des Etudiants,04 67 12 87 30,,mhouguet@lmde.com,http://www.lmde.com,SANTE,DIVERS SANTE,LMDE,4  RUE JULES FERRY,07,31,1,01,34000,"3,881390714","43,605657802"
La Mutuelle Générale,04 99 74 22 67,,jlcavalerie@lamutuellegenerale.fr,,SANTE,DIVERS SANTE,,48  RUE SAINT GUILHEM,07,26,1,01,34000,"3,873911733","43,608977224"
La Paléoassociation,04 67 14 23 75,,,,SCIENCES,ARCHEOLOGIE,,0  ROUTE DE MENDE,,,,,,,
La Passerelle,06 32 15 95 87,,,,EDUCATION,DIVERS EDUCATION,,191  AVENUE DE FES,01,02,2,10,34080,"3,830369516","43,635215762"
La Pena Dei Clapas,,,stephane.ficara@ville-montpellier.fr,,CULTURE,MUSIQUE,,3024  AVENUE ALBERT EINSTEIN,06,20,1,04,34000,"3,933793202","43,612254567"
La Pena Dei Clapas,,,stephane.ficara@ville-montpellier.fr,,CULTURE,MUSIQUE,,3024  AVENUE ALBERT EINSTEIN,06,20,1,04,34000,"3,933653078","43,612253873"
La Poesia,04 67 06 81 15,,lapoesia@wanadoo.fr,,CULTURE,LITTERATURE ET POESIE,,117  RUE DES ETATS GENERAUX,06,22,1,04,34000,"3,899148739","43,604695424"
La Pratique,04 67 02 12 67,,lapratique3@hotmail.com,,CULTURE,DIVERS CULTURE,,2  RUE JOUBERT,07,26,1,01,34000,"3,876801685","43,609196513"
La Ronde,04 67 70 18 92,,,,SPORTS,DANSE,,64  ROUTE DE LAVERUNE,03,10,4,08,34070,"3,850081048","43,601054549"
La Sante de La Famille,04 67 75 88 26,,odilerebout@yahoo.fr,www.lasantedelafamille.fr,SANTE,ALCOOLISME ET TOXICOMANIE,,29  RUE JULES GUESDE,02,06,2,10,34080,"3,832580464","43,611110372"
La Souris Noire Creation et Recyclage,,,lasourisnoire@ymail.com,http://lasourisnoire.unblog.fr,ENVIRONNEMENT ET CADRE DE VIE,ECOLOGIE,,12  RUE FARGES,07,31,1,04,34000,"3,882279086","43,604139744"
La Sphere Oblik,09 52 58 84 67,,la.sphere.oblik@gmail.com,http://lasphereoblik.com,CULTURE,ARTS PLASTIQUES,,7  RUE RONDELET,07,30,1,01,34000,"3,875107472","43,604861356"
La Terre autour du Monde,04 67 58 81 11,,agnesberger@voila.fr,,CULTURE,ARTS PLASTIQUES,TAM,21  RUE TOUR GAYRAUD,07,29,2,07,34070,"3,862251237","43,607024984"
La Terre et les Hommes,04 67 75 53 51,,,,CULTURE,DIVERS CULTURE,,174  RUE GUILLAUME JANVIER,04,12,1,06,34070,"3,865916127","43,596075119"
La Vie en Couleurs,,,,,CULTURE,ARTS PLASTIQUES,,30  RUE GASTON BAISSETTE,01,02,2,02,34090,"3,867850278","43,637856885"
La Vista Théâtre de la Méditerranée,04 67 58 90 90,04 67 58 91 58,théâtrelavista@free.fr,http://www.theatrelavista.free.fr,CULTURE,THEATRE,,42  RUE ADAM DE CRAPONNE,07,29,1,01,34000,"3,866325488","43,605381583"
La Vista Théâtre de la Méditerranée,04 67 58 90 90,04 67 58 91 58,théâtrelavista@free.fr,http://www.theatrelavista.free.fr,CULTURE,THEATRE,,42  RUE ADAM DE CRAPONNE,07,29,1,01,34000,"3,866526204","43,605511102"
La Vista Théâtre de la Méditerranée,04 67 58 90 90,04 67 58 91 58,théâtrelavista@free.fr,http://www.theatrelavista.free.fr,CULTURE,THEATRE,,42  RUE ADAM DE CRAPONNE,07,29,1,01,34000,"3,866430972","43,605449808"
La Voie des Fleurs,04 67 42 57 81,,edgard.vaste@wanadoo.fr,,CULTURE,ARTISANAT ART,LVF,22  RUE DE CADIX,04,12,1,06,34070,"3,871001088","43,590514306"
La Voix est Libre,,,envoix@lavoixestlibre.fr,,CULTURE,MUSIQUE,,8  RUE DE LA FERRADE,05,15,1,05,34070,"3,88847514","43,593768742"
Lâche les Mots,04 67 57 80 27,,lachelesmots@voila.fr,http://www.lachelesmots.com,CULTURE,LITTERATURE ET POESIE,,4  RUE DU REFUGE,07,26,1,01,34000,"3,878009266","43,613221458"
Lam Son Vo Dao,,,info@lamson-vodao.org,lamson-vodao.org,SPORTS,ARTS MARTIAUX,,47  RUE LAFEUILLADE,07,29,2,07,34070,"3,863884774","43,605144834"
L'Ampadaires Aide Développement Initiative Employeurs Spectacles,0,,ampadaires@sfr.fr,http://ampadaires.free.fr,CULTURE,DIVERS CULTURE,AMPADAIRES,475  AVENUE DU COMTE DE NICE,02,04,2,09,34080,"3,813269349","43,6418935"
Languedoc Club Services,04 67 72 31 41,,,,LOISIRS,TOURISME,,59  RUE DE LA CAVALERIE,07,24,3,03,34000,"3,88233869","43,618284919"
Languedoc Mutualité,04 67 22 85 35,,,,SANTE,DIVERS SANTE,UOSM,88  RUE DE LA TRENTE DEUXIEME,07,30,1,01,34000,"3,870952165","43,606182489"
Languedoc Qi-Gong,04 67 54 17 11,,languedoc.qigong@gmail.com,http://qi-gong-montpellier.fr,CULTURE,DIVERS CULTURE,QI-GONG,45  RUE DE L'AMANDIER,07,26,1,01,34000,"3,874850356","43,609581762"
Languedoc Roussillon Cinéma,04 67 64 81 53,04 67 64 92 55,contact@languedoc-roussillon-cinema.fr,http://www.languedoc-roussillon-cinema.fr,CULTURE,CINEMA AUDIO-VISUEL,ABA,6  RUE EMBOUQUE D'OR,07,27,1,01,34000,"3,878827947","43,610034459"
Languedoc Roussillon Prospection,04 67 22 94 80,04 67 22 94 90,invest-Ir@invest-Ir.com,http://www.invest-lr.com,ENTREPRISE ET TRAVAIL,DIVERS ENTREPRISE TRAVAIL,LRP,980  AVENUE JEAN MERMOZ,07,28,3,03,34000,"3,892566296","43,609881615"
Languedoc-Actives,04 67 72 60 12,,,,ENTREPRISE ET TRAVAIL,OEUVRES SOCIALES ENTREPRISES,,900  AVENUE DE LA POMPIGNANE,06,19,1,04,34000,"3,898191673","43,613994641"
L'arbre à Palabres de Yelou,04 67 52 38 30,,,,INTERNATIONAL,SOLIDARITE INTERNATIONALE,,1  RUE DE LA TREILLE MUSCATE,07,23,2,10,34090,"3,861608571","43,619941564"
L'Arbre de Vie - Qi Gong,,,arbredevie-qigong@hotmail.fr,http://www.arbredevie.free.fr,SPORTS,YOGA,,68  AV JUSTICE DE CASTELNAU,07,23,3,03,34090,"3,872170559","43,626950394"
L'Arc en Ciel des Faubourgs,09 82 49 69 29,,festivalfanfare@free.fr,festivalfanfare.free.fr,CULTURE,MUSIQUE,,12  RUE SAINT ALEXIS,07,24,2,02,34090,"3,876033987","43,617317834"
L'Arc en Terre,04 34 43 52 00,,larcenterre@gmail.com,larcenterre.fr,SPORTS,ARTS MARTIAUX,,9  RUE DES GLAIEULS,03,10,4,08,34070,"3,84809272","43,603324011"
L'Argile en Tête,,,,,CULTURE,ARTS PLASTIQUES,,3  PLACE NOTRE DAME,07,24,1,01,34000,"3,879225968","43,612196098"
L'Art et la Manière,04 67 72 57 71,,,,CULTURE,ARTS PLASTIQUES,,3  RUE D'AUBETERRE,07,24,2,02,34090,"3,876828299","43,61740729"
L'Atalante,04 67 86 17 82,,atalantehugel@yahoo.fr,,CULTURE,THEATRE,,42  RUE ADAM DE CRAPONNE,07,29,1,01,34000,"3,866325488","43,605381583"
L'Atalante,04 67 86 17 82,,atalantehugel@yahoo.fr,,CULTURE,THEATRE,,42  RUE ADAM DE CRAPONNE,07,29,1,01,34000,"3,866430972","43,605449808"
L'Atalante,04 67 86 17 82,,atalantehugel@yahoo.fr,,CULTURE,THEATRE,,42  RUE ADAM DE CRAPONNE,07,29,1,01,34000,"3,866526204","43,605511102"
L'Atelier du Livre,,,brouillardml@free.fr,,CULTURE,ARTISANAT ART,,5  RUE SAINTE CROIX,07,26,1,01,34000,"3,874503771","43,612094503"
L'Atelier du Recyclage Artistique,,,assolara@gmail.com,www.lara34.rmc.fr,ENVIRONNEMENT ET CADRE DE VIE,ECOLOGIE,L'ARA,69  IMPASSE ANDREA PALLADIO,04,13,4,08,34070,"3,842839597","43,59491506"
Laur ' izon,06 60 08 10 35,,horizonyoga@gmail.com,,SPORTS,YOGA,,12  BOULEVARD RENOUVIER,07,29,1,01,34000,"3,867477643","43,605019878"
L'Autre Cercle Languedoc Roussillon,,,michel.escriva@free.fr,http://www.autrecercle.org,SOCIAL ET CITOYENNETE,CONDITION FEMININE MASCULINE,ACLR,3 BIS RUE DES CORONILLES,03,08,2,07,34070,"3,853303518","43,611136013"
L'Autre Cercle Languedoc Roussillon,,,michel.escriva@free.fr,http://www.autrecercle.org,SOCIAL ET CITOYENNETE,CONDITION FEMININE MASCULINE,ACLR,3 BIS RUE DES CORONILLES,03,08,2,07,34070,"3,851865865","43,611685433"
L'Autre Théâtre,,,autretheatre@gmail.com,,CULTURE,THEATRE,,695  RUE DES BOUISSES,03,09,4,08,34070,"3,83370235","43,601974707"
L'Avis Culturel,04 67 14 25 03,,direction@avis-culturel.fr,http:www.avis-culturel.fr,COMMUNICATION ET MEDIAS,COMMUNICATION ET MEDIAS,,0  ROUTE DE MENDE,,,,,,,
L'Avitarelle,04 99 54 92 40,04 99 53 30 73,service.administratif@avitarelle.asso.fr,,SOCIAL ET CITOYENNETE,HEBERGEMENT,,651  AV DOCTEUR J. FOURCADE,,,,,,,
L'Avocat et L'Enfant,04 67 61 72 60,,,,SCIENCES,DROIT,,14  RUE MARCEL DE SERRES,07,25,2,10,34000,"3,864691814","43,612885889"
Le 34 Beloté Montpelliérain,04 34 00 43 45,,georgespautard@yahoo.fr,http://www.belote-coinchee-montpellier.com,LOISIRS,JEUX,,175  AV PROF ETIENNE ANTONELLI,05,16,1,05,34070,"3,89298466","43,599475146"
Le Bao,0950213381,,contact@compagnie-bao.com,http://www.compagnie-bao.com,CULTURE,THEATRE,LE BAO,866  AV PROFESSEUR LOUIS RAVAZ,03,07,2,10,34080,"3,846901466","43,621933334"
Le Buvard de l'Abîme,,,francois.szabo@numericable.fr,htpp://www.francois.szabo.kazeo.com,CULTURE,LITTERATURE ET POESIE,,8  RUE ECOLE DE PHARMACIE,07,26,1,01,34000,"3,878754452","43,612847523"
Le Café du Comptoir,04 67 58 41 91,,lecafeducomptoir@gmail.com,,CULTURE,MUSIQUE,,20  RUE PROUDHON,07,24,3,03,34090,"3,880501415","43,616281112"
Le Camescope Apprivoisé - Vidéastes Amateurs Montpelliérains,04 67 72 81 50,,pastre.vidaller@wanadoo.fr,http://www.camap.fr,CULTURE,CINEMA AUDIO-VISUEL,CAMAP,13  RUE DE L'AIGLON,01,03,3,03,34090,"3,875843689","43,629264097"
Le Chæur à l'ouvrage,04 67 22 12 97,,choeuralouvrage@aol.com,,CULTURE,MUSIQUE,,34  BD DES CONSULS DE MER,06,22,1,04,34000,"3,893430909","43,603786611"
Le Chant des Possibles - A la Croisée des Arts,04 67 72 07 75,,,,CULTURE,LITTERATURE ET POESIE,,14  RUE CYRANO DE BERGERAC,01,03,3,03,34090,"3,876069319","43,630110392"
Le Chant du Desert,04 99 58 15 44,,kgroussos@gmail.com,http://www.chantdudesert.com,CULTURE,THEATRE,CIE,21  GRAND-RUE JEAN MOULIN,07,27,1,01,34000,"3,877927322","43,608165499"
Le coeur à rire,04 67 42 53 77,,yvette.gasch@orange.fr,,SANTE,THERAPIES,,105  RUE DES ECUYERS,04,11,4,08,34070,"3,851393504","43,594749441"
Le Corps en Poesie,09 81 93 63 01,,asso.lecorpsenpoesie@gmail.com,,SANTE,DIVERS SANTE,,25  RUE DES DEUX PONTS,07,31,1,04,34000,"3,880961934","43,604250668"
Le Corps Subtil,04 99 06 42 10,,le_corps_subtil@yahoo.fr,,CULTURE,DANSE,,15  RUE DU PETIT SAINT JEAN,07,26,1,01,34000,"3,87544723","43,608127705"
Le Dessin Naturaliste,04 67 52 28 58,,,,CULTURE,DIVERS CULTURE,,11  RUE RENE CASSIN,04,12,1,06,34070,"3,873497048","43,591980326"
Le Fil des Passions à Montpellier,04 67 03 09 08,,fil.passion@wanadoo.fr,http//www.lefildespassions34.com,CULTURE,ARTISANAT ART,,64  ROUTE DE LAVERUNE,03,10,4,08,34070,"3,850081048","43,601054549"
Le Garage Electrique,04 67 58 27 48,,contact@Legarageelectrique.net,http://www.Legarageelectrique.net,CULTURE,DIVERS CULTURE,,42  RUE ADAM DE CRAPONNE,07,29,1,01,34000,"3,866325488","43,605381583"
Le Garage Electrique,04 67 58 27 48,,contact@Legarageelectrique.net,http://www.Legarageelectrique.net,CULTURE,DIVERS CULTURE,,42  RUE ADAM DE CRAPONNE,07,29,1,01,34000,"3,866526204","43,605511102"
Le Garage Electrique,04 67 58 27 48,,contact@Legarageelectrique.net,http://www.Legarageelectrique.net,CULTURE,DIVERS CULTURE,,42  RUE ADAM DE CRAPONNE,07,29,1,01,34000,"3,866430972","43,605449808"
Le Grand Boutonnet,,04 67 67 02 65,,,VIE DES QUARTIERS,COMMERCANTS ET PROFESSIONNELS,,80  RUE DU FAUBOURG BOUTONNET,07,23,2,02,34090,"3,87285495","43,620936326"
Le Groupe el Sur,,,samueljoly@free.fr,http://groupeel.free.fr,SCIENCES,DIVERS SCIENCES,,13  IMPASSE SAINT CLEOPHAS,04,12,1,06,34070,"3,86902416","43,598854416"
Le Jardin des Couleurs,04 67 64 61 98,,,,SANTE,THERAPIES,,651  AVENUE DU PONT TRINQUAT,05,16,1,05,34070,"3,891485623","43,597955501"
Le Lien,04 67 52 18 18,04 67 04 10 89,associationlelien@wanadoo.fr,http://www.lelien.fr.st,SOCIAL ET CITOYENNETE,AIDE A DOMICILE,LIEN,1006  RUE DE LA CROIX VERTE,01,02,2,10,34090,"3,84289009","43,643209288"
Le Panda des Garrigues,,,panda.garrigues@gmail.com,,EDUCATION,ENSEIGNEMENT,,201 TER RUE DU MAS DE NEGRE,04,13,2,07,34070,"3,851222047","43,590943936"
Le Passe Muraille,04 67 06 96 04,04 67 52 78 44,lepassemuraille@wanadoo.fr,http://www.lepassemuraille.org,EDUCATION,DIVERS EDUCATION,,510  AVENUE DE BARCELONE,02,05,2,09,34080,"3,817629906","43,625244515"
Le Passe Muraille,04 67 06 96 04,04 67 52 78 44,lepassemuraille@wanadoo.fr,http://www.lepassemuraille.org,EDUCATION,DIVERS EDUCATION,,510  AVENUE DE BARCELONE,02,05,2,09,34080,"3,817627203","43,625158393"
Le Petit Atelier Maison des Familles,04 34 22 84 59,,lepetitateliermontpellier@gmail.com,www.lepetitatelier-montpellier.fr,SOCIAL ET CITOYENNETE,VIE FAMILIALE,,24  RUE DE LA VALFERE,07,26,1,01,34000,"3,87354489","43,60974921"
Le Peyrou les seniors en action,04 67 64 74 60,,d.eliane12@aliceadsl.fr,,SOCIAL ET CITOYENNETE,TROISIEME AGE,,257  AVENUE  DE BOIRARGUES,06,22,1,04,34000,"3,900329357","43,60366971"
Le Printemps des Associations entre Clapas et Littoral,09 61 56 93 96,,printemps-associations34@hotmail.fr,www.printemps-associations/heraultoi,LOISIRS,ANIMATIONS,,12  RUE DES COLCHIQUES,05,16,1,05,34070,"3,88941277","43,599518029"
Le Printemps des Comédiens,04 67 63 66 67,04 67 04 21 50,printemps@cge-ol.fr,http://www.printempsdescomediens.com/,CULTURE,THEATRE,,178  RUE DE LA CARRIERASSE,01,02,2,10,34090,"3,834938459","43,63594846"
Le Relais - Maison des Enfants dans la Ville,04 67 66 21 30,,relais@relaisdesenfants.fr,http://www.relaisdesenfants.fr,EDUCATION,MOUVEMENT JEUNESSE,,1  RUE EMBOUQUE D'OR,07,27,1,01,34000,"3,87860316","43,610561982"
Le Saule et le Chêne face à l'Imprévu,04 67 42 73 43,,lesauleetlechene@hotmail.fr,,SOCIAL ET CITOYENNETE,AIDE A DOMICILE,,121  RUE DU PONT DE LAVERUNE,03,10,4,08,34070,"3,838523658","43,607318683"
Le Son du Crayon,,,lesonducrayon@wanadoo.fr,,CULTURE,DIVERS CULTURE,,3  RUE CAMPAN,07,27,1,01,34000,"3,882464308","43,607677683"
Le Studio du Scénario,04 67 47 66 17,,contact@lestudioduscenario.com,http://www.lestudioduscenario.com,CULTURE,CINEMA AUDIO-VISUEL,,5  RUE BAYARD,07,31,1,04,34000,"3,884722476","43,606716334"
Le Théâtre du Passant,04 67 54 77 46,04 67 54 77 46,le-theatre-du-passant@laposte.net,,CULTURE,THEATRE,TDP,2220  AVENUE DU PERE SOULAS,01,02,2,10,34090,"3,845973889","43,628372548"
Le Vieux Biclou,09 54 55 27 44,,contact@vieuxbiclou.org,http://www.vieuxbiclou.org,ENVIRONNEMENT ET CADRE DE VIE,TRANSPORTS,,5  RUE DE LA POESIE,07,24,3,03,34000,"3,882294357","43,617216991"
Le Voyage De D'Yaaqaar,06 62 65 17 88,,,,SOCIAL ET CITOYENNETE,HANDICAP,,46  BOULEVARD DES ARCEAUX,07,25,2,07,34000,"3,862624703","43,612091192"
L'Echo de l'Arche,04 67 75 23 63,,ariane.edt@gmail.com,,CULTURE,MUSIQUE,AEA,62  RUE DU VACCARES,02,04,2,09,34080,"3,813365525","43,636919281"
L'Echo du Coquillage,,,florencevdb@club-internet.fr,,SANTE,THERAPIES,,4  RUE DE CRONSTADT,07,23,2,02,34090,"3,872772305","43,618869329"
L'Echo du Coquillage,,,florencevdb@club-internet.fr,,SANTE,THERAPIES,,4  RUE DE CRONSTADT,07,23,2,02,34090,"3,872945338","43,618864508"
L'Ecole du Tao - Arts Taoïstes du Souffle et du Mouvement,04 67 69 15 31,,ecoledutao@ecoledutao.com,www.ecoledutao.com,SPORTS,ARTS MARTIAUX,,94  RUE FRANCOISE DOLTO,04,14,1,06,34070,"3,865921274","43,587259626"
L'Ecran et son Double,04 67 14 25 04,04 67 14 25 04,ecranetsondouble@free.fr,http://www.ecranetsondouble.org,CULTURE,CINEMA AUDIO-VISUEL,,0  ROUTE DE MENDE,,,,,,,
Leenhardt Pétanque,04 67 04 16 39,,,,SPORTS,PETANQUE,,9  RUE DES ACACIAS,01,02,2,02,34090,"3,857161887","43,629843969"
Légi Spectacle,04 67 58 60 59,,legi.spectacle2@yahoo.fr,http://www.legi-spectacle.org,ENTREPRISE ET TRAVAIL,AIDE A LA GESTION,,10  RUE DES REVES,07,25,2,07,34000,"3,86392892","43,612198064"
L'Eko des Garrigues,04 67 70 80 86,04 67 70 93 65,info@ekodesgarrigues.com,http://www.ekodesgarrigues.com,COMMUNICATION ET MEDIAS,COMMUNICATION ET MEDIAS,,0,,,,,,,
Léo Club Montpellier Tour des Pins,,,,,SOCIAL ET CITOYENNETE,SOLIDARITE,,263  RUE DU CADUCEE,01,02,2,10,34090,"3,832598683","43,643573854"
Les 100 Pas,04 67 52 64 51,,,,SPORTS,ARTS MARTIAUX,,22  RUE DES LISERONS,03,10,4,08,34070,"3,847391477","43,607254378"
Les 501 Dart martiens,,,501dm@orange.fr,,LOISIRS,JEUX,501 DM,990  AVENUE DE MAURIN,04,12,1,06,34070,"3,874239878","43,595655113"
Les Aiguelongues,09 60 13 38 15,,lesaiguelongues@orange.fr,,VIE DES QUARTIERS,ASSO ET COMITES DE QUARTIER,,71  RUE LAURENT CHABRY,01,03,3,03,34090,"3,88345325","43,639235219"
Les Amis d'Agropolis Muséum,04 67 54 98 18,,,,AGRICULTURE ET VITICULTURE,AGRICULTURE ET VITICULTURE,LES AMIS,66  ALLEE AGNES MAC LAREN,01,02,2,02,34090,"3,860032039","43,639288774"
Les Amis de Jean Jaurès en Languedoc,,,mphgarnier@wanadoo.fr,,SCIENCES,HISTOIRE,,30  RUE HENRI RENE,07,31,1,04,34000,"3,88246289","43,603556064"
Les Amis de Jean Vigo,04 99 13 73 72,04 99 13 73 74,abizanda@cinemed.tm.fr,http://www.cineclubjeanvigo.fr,CULTURE,CINEMA AUDIO-VISUEL,CCJV,78  AVENUE DU PIREE,07,28,3,03,34000,"3,895712545","43,609668346"
Les Amis de la Bulgarie,04 67 65 05 57,,marcel.arbieu@sfr.fr,,INTERNATIONAL,CULTURE ETRANGERE,,26  AVENUE DE PALAVAS,07,31,1,04,34070,"3,8845917","43,602122963"
Les Amis de la Gazette,04 67 06 77 77,,,,COMMUNICATION ET MEDIAS,COMMUNICATION ET MEDIAS,,13  PLACE DE LA COMEDIE,07,27,1,01,34000,"3,880209473","43,608537949"
Les Amis de la Mémoire Pédagogique,04 67 65 67 16,,memoirepedagogique@free.fr,http://memoirepedagogique.free.fr,EDUCATION,ENSEIGNEMENT,AMP,2  PLACE MARCEL GODECHOT,,,,,,,
